y_grad,unit,sex,age,geo,year,value
Total,Percentage,Males,From 55 to 64 years,Finland,2006,14.97
Total,Percentage,Males,From 55 to 64 years,Croatia,2009,17.86
Total,Percentage,Males,From 55 to 64 years,Croatia,2006,19.48
Total,Percentage,Males,From 55 to 64 years,Hungary,2009,19.22
Total,Percentage,Males,From 55 to 64 years,Hungary,2006,0
Total,Percentage,Males,From 55 to 64 years,Israel,2009,21.74
Total,Percentage,Males,From 55 to 64 years,Israel,2006,0
Total,Percentage,Males,From 55 to 64 years,Iceland,2009,22.19
Total,Percentage,Males,From 55 to 64 years,Iceland,2006,19.4
Total,Percentage,Males,From 55 to 64 years,Lithuania,2009,15.91
Total,Percentage,Males,From 55 to 64 years,Lithuania,2006,15.77
Total,Percentage,Males,From 55 to 64 years,Latvia,2009,19.27
Total,Percentage,Males,From 55 to 64 years,Latvia,2006,20.34
Total,Percentage,Males,From 55 to 64 years,Malta,2009,18.27
Total,Percentage,Males,From 55 to 64 years,Malta,2006,0
Total,Percentage,Males,From 55 to 64 years,Netherlands,2009,0
Total,Percentage,Males,From 55 to 64 years,Netherlands,2006,13.75
Total,Percentage,Males,From 55 to 64 years,Norway,2009,15.5
Total,Percentage,Males,From 55 to 64 years,Norway,2006,14.4
Total,Percentage,Males,From 55 to 64 years,Poland,2009,8.42
Total,Percentage,Males,From 55 to 64 years,Poland,2006,0
Total,Percentage,Males,From 55 to 64 years,Portugal,2009,3.12
Total,Percentage,Males,From 55 to 64 years,Portugal,2006,12.16
Total,Percentage,Males,From 55 to 64 years,Russia,2009,22.24
Total,Percentage,Males,From 55 to 64 years,Russia,2006,0
Total,Percentage,Males,From 55 to 64 years,Sweden,2009,15.55
Total,Percentage,Males,From 55 to 64 years,Sweden,2006,17.53
Total,Percentage,Males,From 55 to 64 years,Slovenia,2009,13.37
Total,Percentage,Males,From 55 to 64 years,Slovenia,2006,0
Total,Percentage,Males,From 55 to 64 years,Turkey,2009,10.18
Total,Percentage,Males,From 55 to 64 years,Turkey,2006,0
Total,Percentage,Males,From 55 to 64 years,United States,2009,19.09
Total,Percentage,Males,From 55 to 64 years,United States,2006,19.87
Total,Percentage,Males,From 65 to 69 years,Bulgaria,2009,9.08
Total,Percentage,Males,From 65 to 69 years,Bulgaria,2006,10.73
Total,Percentage,Males,From 65 to 69 years,Switzerland,2009,5.47
Total,Percentage,Males,From 65 to 69 years,Switzerland,2006,3.91
Total,Percentage,Males,From 65 to 69 years,Cyprus,2009,0
Total,Percentage,Males,From 65 to 69 years,Cyprus,2006,4.44
Total,Percentage,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,18.89
Total,Percentage,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0
Total,Percentage,Males,From 65 to 69 years,Denmark,2009,1.18
Total,Percentage,Males,From 65 to 69 years,Denmark,2006,0
Total,Percentage,Males,From 65 to 69 years,Estonia,2009,0
Total,Percentage,Males,From 65 to 69 years,Estonia,2006,8.09
Total,Percentage,Males,From 65 to 69 years,Finland,2009,5.15
Total,Percentage,Males,From 65 to 69 years,Finland,2006,4.25
Total,Percentage,Males,From 65 to 69 years,Croatia,2009,6.84
Total,Percentage,Males,From 65 to 69 years,Croatia,2006,9.5
Total,Percentage,Males,From 65 to 69 years,Hungary,2009,4.59
Total,Percentage,Males,From 65 to 69 years,Hungary,2006,0
Total,Percentage,Males,From 65 to 69 years,Israel,2009,7.46
Total,Percentage,Males,From 65 to 69 years,Israel,2006,0
Total,Percentage,Males,From 65 to 69 years,Iceland,2009,6.63
Total,Percentage,Males,From 65 to 69 years,Iceland,2006,4.27
Total,Percentage,Males,From 65 to 69 years,Lithuania,2009,7.26
Total,Percentage,Males,From 65 to 69 years,Lithuania,2006,11.23
Total,Percentage,Males,From 65 to 69 years,Latvia,2009,10.08
Total,Percentage,Males,From 65 to 69 years,Latvia,2006,11.19
Total,Percentage,Males,From 65 to 69 years,Malta,2009,11.4
Total,Percentage,Males,From 65 to 69 years,Malta,2006,0
Total,Percentage,Males,From 65 to 69 years,Netherlands,2009,0
Total,Percentage,Males,From 65 to 69 years,Netherlands,2006,3.75
Total,Percentage,Males,From 65 to 69 years,Norway,2009,4.61
Total,Percentage,Males,From 65 to 69 years,Norway,2006,3.7
Total,Percentage,Males,From 65 to 69 years,Poland,2009,0.99
Total,Percentage,Males,From 65 to 69 years,Poland,2006,0
Total,Percentage,Males,From 65 to 69 years,Portugal,2009,0.37
Total,Percentage,Males,From 65 to 69 years,Portugal,2006,2.97
Total,Percentage,Males,From 65 to 69 years,Russia,2009,8.83
Total,Percentage,Males,From 65 to 69 years,Russia,2006,0
Total,Percentage,Males,From 65 to 69 years,Sweden,2009,7.39
Total,Percentage,Males,From 65 to 69 years,Sweden,2006,6.45
Total,Percentage,Males,From 65 to 69 years,Slovenia,2009,5.26u
Total,Percentage,Males,From 65 to 69 years,Slovenia,2006,0
Total,Percentage,Males,From 65 to 69 years,Turkey,2009,2.73
Total,Percentage,Males,From 65 to 69 years,Turkey,2006,0
Total,Percentage,Males,From 65 to 69 years,United States,2009,8.63
Total,Percentage,Males,From 65 to 69 years,United States,2006,7.17
Total,Percentage,Males,70 years or over,Switzerland,2009,0
Total,Percentage,Males,70 years or over,Switzerland,2006,9.04
Total,Percentage,Males,70 years or over,Denmark,2009,0
Total,Percentage,Males,70 years or over,Denmark,2006,0
Total,Percentage,Males,70 years or over,Estonia,2009,0
Total,Percentage,Males,70 years or over,Estonia,2006,0
Total,Percentage,Males,70 years or over,Finland,2009,0
Total,Percentage,Males,70 years or over,Finland,2006,5.2
Total,Percentage,Males,70 years or over,Iceland,2009,0
Total,Percentage,Males,70 years or over,Iceland,2006,0.4
Total,Percentage,Males,70 years or over,Netherlands,2009,0
Total,Percentage,Males,70 years or over,Netherlands,2006,8.75
Total,Percentage,Males,70 years or over,Norway,2009,0
Total,Percentage,Males,70 years or over,Norway,2006,1.52
Total,Percentage,Males,70 years or over,United States,2009,0
Total,Percentage,Males,70 years or over,United States,2006,1
Total,Percentage,Males,Less than 35 years,Bulgaria,2009,4.3
Total,Percentage,Males,Less than 35 years,Bulgaria,2006,2.36
Total,Percentage,Males,Less than 35 years,Switzerland,2009,10.61
Total,Percentage,Males,Less than 35 years,Switzerland,2006,8.12
Total,Percentage,Males,Less than 35 years,Cyprus,2009,0
Total,Percentage,Males,Less than 35 years,Cyprus,2006,8.15
Total,Percentage,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,5.9
Total,Percentage,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,0
Total,Percentage,Males,Less than 35 years,Denmark,2009,8.19
Total,Percentage,Males,Less than 35 years,Denmark,2006,34.95
Total,Percentage,Males,Less than 35 years,Estonia,2009,0
Total,Percentage,Males,Less than 35 years,Estonia,2006,7.3
Total,Percentage,Males,Less than 35 years,Finland,2009,6.3
Total,Percentage,Males,Less than 35 years,Finland,2006,6.02
Total,Percentage,Males,Less than 35 years,Croatia,2009,4.62
Total,Percentage,Males,Less than 35 years,Croatia,2006,3.41
Total,Percentage,Males,Less than 35 years,Hungary,2009,10.71
Total,Percentage,Males,Less than 35 years,Hungary,2006,0
Total,Percentage,Males,Less than 35 years,Israel,2009,2.05
Total,Percentage,Males,Less than 35 years,Israel,2006,0
Total,Percentage,Males,Less than 35 years,Iceland,2009,3.46
Total,Percentage,Males,Less than 35 years,Iceland,2006,4.27
Total,Percentage,Males,Less than 35 years,Lithuania,2009,5.85
Total,Percentage,Males,Less than 35 years,Lithuania,2006,6.34
Total,Percentage,Males,Less than 35 years,Latvia,2009,4.36
Total,Percentage,Males,Less than 35 years,Latvia,2006,3.61
Total,Percentage,Males,Less than 35 years,Malta,2009,6.83
Total,Percentage,Males,Less than 35 years,Malta,2006,0
Total,Percentage,Males,Less than 35 years,Netherlands,2009,0
Total,Percentage,Males,Less than 35 years,Netherlands,2006,8.75
Total,Percentage,Males,Less than 35 years,Norway,2009,6.64
Total,Percentage,Males,Less than 35 years,Norway,2006,8.72
Total,Percentage,Males,Less than 35 years,Poland,2009,19.44
Total,Percentage,Males,Less than 35 years,Poland,2006,0
Total,Percentage,Males,Less than 35 years,Portugal,2009,19.89
Total,Percentage,Males,Less than 35 years,Portugal,2006,4.1
Total,Percentage,Males,Less than 35 years,Russia,2009,8.97
Total,Percentage,Males,Less than 35 years,Russia,2006,0
Total,Percentage,Males,Less than 35 years,Sweden,2009,6.92
Total,Percentage,Males,Less than 35 years,Sweden,2006,7.69
Total,Percentage,Males,Less than 35 years,Slovenia,2009,11.07
Total,Percentage,Males,Less than 35 years,Slovenia,2006,0
Total,Percentage,Males,Less than 35 years,Turkey,2009,7.48
Total,Percentage,Males,Less than 35 years,Turkey,2006,0
Total,Percentage,Males,Less than 35 years,United States,2009,6.5
Total,Percentage,Males,Less than 35 years,United States,2006,6.24
Total,Percentage,Total,Total,Bulgaria,2009,100
Total,Percentage,Total,Total,Bulgaria,2006,100
Total,Percentage,Total,Total,Switzerland,2009,100
Total,Percentage,Total,Total,Switzerland,2006,100
Total,Percentage,Total,Total,Cyprus,2009,0
Total,Percentage,Total,Total,Cyprus,2006,100
Total,Percentage,Total,Total,Germany (until 1990 former territory of the FRG),2009,100
Total,Percentage,Total,Total,Germany (until 1990 former territory of the FRG),2006,100
Total,Percentage,Total,Total,Denmark,2009,100
Total,Percentage,Total,Total,Denmark,2006,100
Total,Percentage,Total,Total,Estonia,2009,0
Total,Percentage,Total,Total,Estonia,2006,100
Total,Percentage,Total,Total,Finland,2009,100
Total,Percentage,Total,Total,Finland,2006,100
Total,Percentage,Total,Total,Croatia,2009,100
Total,Percentage,Total,Total,Croatia,2006,100
Total,Percentage,Total,Total,Hungary,2009,100
Total,Percentage,Total,Total,Hungary,2006,0
Total,Percentage,Total,Total,Israel,2009,100
Total,Percentage,Total,Total,Israel,2006,0
Total,Percentage,Total,Total,Iceland,2009,100
Total,Percentage,Total,Total,Iceland,2006,100
Total,Percentage,Total,Total,Lithuania,2009,100
Total,Percentage,Total,Total,Lithuania,2006,100
Total,Percentage,Total,Total,Latvia,2009,100
Total,Percentage,Total,Total,Latvia,2006,100
Total,Percentage,Total,Total,Malta,2009,100
Total,Percentage,Total,Total,Malta,2006,0
Total,Percentage,Total,Total,Netherlands,2009,0
Total,Percentage,Total,Total,Netherlands,2006,100
Total,Percentage,Total,Total,Norway,2009,100
Total,Percentage,Total,Total,Norway,2006,100
Total,Percentage,Total,Total,Poland,2009,100
Total,Percentage,Total,Total,Poland,2006,0
Total,Percentage,Total,Total,Portugal,2009,100
Total,Percentage,Total,Total,Portugal,2006,100
Total,Percentage,Total,Total,Russia,2009,100
Total,Percentage,Total,Total,Russia,2006,0
Total,Percentage,Total,Total,Sweden,2009,100
Total,Percentage,Total,Total,Sweden,2006,100
Total,Percentage,Total,Total,Slovenia,2009,100
Total,Percentage,Total,Total,Slovenia,2006,0
Total,Percentage,Total,Total,Turkey,2009,100
Total,Percentage,Total,Total,Turkey,2006,0
Total,Percentage,Total,Total,United States,2009,100
Total,Percentage,Total,Total,United States,2006,100
Total,Percentage,Total,Unknown,Bulgaria,2009,0
Total,Percentage,Total,Unknown,Bulgaria,2006,0
Total,Percentage,Total,Unknown,Germany (until 1990 former territory of the FRG),2009,0
Total,Percentage,Total,Unknown,Germany (until 1990 former territory of the FRG),2006,0
Total,Percentage,Total,Unknown,Lithuania,2009,0
Total,Percentage,Total,Unknown,Lithuania,2006,0
Total,Percentage,Total,Unknown,Norway,2009,0
Total,Percentage,Total,Unknown,Norway,2006,0
Total,Percentage,Total,Unknown,Poland,2009,0
Total,Percentage,Total,Unknown,Poland,2006,0
Total,Percentage,Total,Unknown,Portugal,2009,0
Total,Percentage,Total,Unknown,Portugal,2006,0
Total,Percentage,Total,Unknown,Russia,2009,0
Total,Percentage,Total,Unknown,Russia,2006,0
Total,Percentage,Total,From 35 to 44 years,Bulgaria,2009,17.16
Total,Percentage,Total,From 35 to 44 years,Bulgaria,2006,14.74
Total,Percentage,Total,From 35 to 44 years,Switzerland,2009,29.08
Total,Percentage,Total,From 35 to 44 years,Switzerland,2006,29.48
Total,Percentage,Total,From 35 to 44 years,Cyprus,2009,0
Total,Percentage,Total,From 35 to 44 years,Cyprus,2006,29.44
Total,Percentage,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,24.57
Total,Percentage,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,27.62
Total,Percentage,Total,From 35 to 44 years,Denmark,2009,44.79
Total,Percentage,Total,From 35 to 44 years,Denmark,2006,33.78
Total,Percentage,Total,From 35 to 44 years,Estonia,2009,0
Total,Percentage,Total,From 35 to 44 years,Estonia,2006,25.3
Total,Percentage,Total,From 35 to 44 years,Finland,2009,29.92
Total,Percentage,Total,From 35 to 44 years,Finland,2006,28.95
Total,Percentage,Total,From 35 to 44 years,Croatia,2009,28.5
Total,Percentage,Total,From 35 to 44 years,Croatia,2006,25.28
Total,Percentage,Total,From 35 to 44 years,Hungary,2009,27.95
Total,Percentage,Total,From 35 to 44 years,Hungary,2006,0
Total,Percentage,Total,From 35 to 44 years,Israel,2009,23.15
Total,Percentage,Total,From 35 to 44 years,Israel,2006,0
Total,Percentage,Total,From 35 to 44 years,Iceland,2009,24.78
Total,Percentage,Total,From 35 to 44 years,Iceland,2006,25.12
Total,Percentage,Total,From 35 to 44 years,Lithuania,2009,25.56
Total,Percentage,Total,From 35 to 44 years,Lithuania,2006,20.19
Total,Percentage,Total,From 35 to 44 years,Latvia,2009,16.67
Total,Percentage,Total,From 35 to 44 years,Latvia,2006,13.77
Total,Percentage,Total,From 35 to 44 years,Malta,2009,27.15
Total,Percentage,Total,From 35 to 44 years,Malta,2006,0
Total,Percentage,Total,From 35 to 44 years,Netherlands,2009,0
Total,Percentage,Total,From 35 to 44 years,Netherlands,2006,27.5
Total,Percentage,Total,From 35 to 44 years,Norway,2009,31.46
Total,Percentage,Total,From 35 to 44 years,Norway,2006,33.16
Total,Percentage,Total,From 35 to 44 years,Poland,2009,31.93
Total,Percentage,Total,From 35 to 44 years,Poland,2006,0
Total,Percentage,Total,From 35 to 44 years,Portugal,2009,35.29
Total,Percentage,Total,From 35 to 44 years,Portugal,2006,36.12
Total,Percentage,Total,From 35 to 44 years,Russia,2009,14.64
Total,Percentage,Total,From 35 to 44 years,Russia,2006,0
Total,Percentage,Total,From 35 to 44 years,Sweden,2009,30
Total,Percentage,Total,From 35 to 44 years,Sweden,2006,29.15
Total,Percentage,Total,From 35 to 44 years,Slovenia,2009,31.97
Total,Percentage,Total,From 35 to 44 years,Slovenia,2006,0
Total,Percentage,Total,From 35 to 44 years,Turkey,2009,41.71
Total,Percentage,Total,From 35 to 44 years,Turkey,2006,0
Total,Percentage,Total,From 35 to 44 years,United States,2009,25.8
Total,Percentage,Total,From 35 to 44 years,United States,2006,26.4
Total,Percentage,Total,From 45 to 54 years,Bulgaria,2009,28.46
Total,Percentage,Total,From 45 to 54 years,Bulgaria,2006,28.81
Total,Percentage,Total,From 45 to 54 years,Switzerland,2009,25.59
Total,Percentage,Total,From 45 to 54 years,Switzerland,2006,20.11
Total,Percentage,Total,From 45 to 54 years,Cyprus,2009,0
Total,Percentage,Total,From 45 to 54 years,Cyprus,2006,32.04
Total,Percentage,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,23.44
Total,Percentage,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,22.04
Total,Percentage,Total,From 45 to 54 years,Denmark,2009,30.1
Total,Percentage,Total,From 45 to 54 years,Denmark,2006,6.13
Total,Percentage,Total,From 45 to 54 years,Estonia,2009,0
Total,Percentage,Total,From 45 to 54 years,Estonia,2006,27.2
Total,Percentage,Total,From 45 to 54 years,Finland,2009,28.71
Total,Percentage,Total,From 45 to 54 years,Finland,2006,27.4
Total,Percentage,Total,From 45 to 54 years,Croatia,2009,25.55
Total,Percentage,Total,From 45 to 54 years,Croatia,2006,25.33
Total,Percentage,Total,From 45 to 54 years,Hungary,2009,22.45
Total,Percentage,Total,From 45 to 54 years,Hungary,2006,0
Total,Percentage,Total,From 45 to 54 years,Israel,2009,27.58
Total,Percentage,Total,From 45 to 54 years,Israel,2006,0
Total,Percentage,Total,From 45 to 54 years,Iceland,2009,32.85
Total,Percentage,Total,From 45 to 54 years,Iceland,2006,37.44
Total,Percentage,Total,From 45 to 54 years,Lithuania,2009,27.82
Total,Percentage,Total,From 45 to 54 years,Lithuania,2006,26.17
Total,Percentage,Total,From 45 to 54 years,Latvia,2009,23.34
Total,Percentage,Total,From 45 to 54 years,Latvia,2006,25.09
Total,Percentage,Total,From 45 to 54 years,Malta,2009,31.43
Total,Percentage,Total,From 45 to 54 years,Malta,2006,0
Total,Percentage,Total,From 45 to 54 years,Netherlands,2009,0
Total,Percentage,Total,From 45 to 54 years,Netherlands,2006,25
Total,Percentage,Total,From 45 to 54 years,Norway,2009,30.9
Total,Percentage,Total,From 45 to 54 years,Norway,2006,28.47
Total,Percentage,Total,From 45 to 54 years,Poland,2009,17.9
Total,Percentage,Total,From 45 to 54 years,Poland,2006,0
Total,Percentage,Total,From 45 to 54 years,Portugal,2009,12.19
Total,Percentage,Total,From 45 to 54 years,Portugal,2006,33.05
Total,Percentage,Total,From 45 to 54 years,Russia,2009,24.21
Total,Percentage,Total,From 45 to 54 years,Russia,2006,0
Total,Percentage,Total,From 45 to 54 years,Sweden,2009,25.05
Total,Percentage,Total,From 45 to 54 years,Sweden,2006,24.6
Total,Percentage,Total,From 45 to 54 years,Slovenia,2009,24.9
Total,Percentage,Total,From 45 to 54 years,Slovenia,2006,0
Total,Percentage,Total,From 45 to 54 years,Turkey,2009,27.17
Total,Percentage,Total,From 45 to 54 years,Turkey,2006,0
Total,Percentage,Total,From 45 to 54 years,United States,2009,26.91
Total,Percentage,Total,From 45 to 54 years,United States,2006,27.52
Total,Percentage,Total,From 55 to 64 years,Bulgaria,2009,32.47
Total,Percentage,Total,From 55 to 64 years,Bulgaria,2006,35.23
Total,Percentage,Total,From 55 to 64 years,Switzerland,2009,20.08
Total,Percentage,Total,From 55 to 64 years,Switzerland,2006,19.32
Total,Percentage,Total,From 55 to 64 years,Cyprus,2009,0
Total,Percentage,Total,From 55 to 64 years,Cyprus,2006,21.11
